title,author,description,categories,avg_rating,ratings_count,publisher,published_date,page_count,isbn10,isbn13
Twelfth Night (original Illustration),william shakespeare,"Shakespeare's great festive comedy, probably written and first performed around 1601, follows the adventures of twins Viola and Sebastian, who are separated from each other by a shipwreck. Viola, believing her brother dead, disguises herself as a page in order to serve the lovesick Duke Orsino, who has been rejected by the Countess Olivia. The ensemble cast includes a roster of wonderfully comic characters: Olivia's drunken uncle Sir Toby Belch, his foolish friend Sir Andrew Aguecheek, the witty serving woman Maria, the social-climbing steward Malvolio, and the clever, riddling clown Feste.",,,,,2021-10-21,142.0,,9798751236663
The Tragedy of Titus Andronicus,william shakespeare,"Titus Andronicus is the earliest tragedy and the earliest Roman play attributed to Shakespeare. Titus, a model Roman, has led twenty-one of his twenty-five sons to death in Rome's wars; he stabs another son to death for what he views as disloyalty to Rome. Yet Rome has become ""a wilderness of tigers."" After a death sentence is imposed on two of his three remaining sons, and his daughter is raped and mutilated, Titus turns his loyalty toward his family. Aaron the Moor, a magnificent villain and the empress's secret lover, makes a similar transition. After the empress bears him a child, Aaron devotes himself to preserving the baby. Retaining his thirst for evil, he shows great tenderness to his little family-a tenderness that also characterizes Titus before the terrifying conclusion. The authoritative edition of Titus Andronicus from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, includes: -Freshly edited text based on the best early printed version of the play -Full explanatory notes conveniently placed on pages facing the text of the play -Scene-by-scene plot summaries -A key to the play's famous lines and phrases -An introduction to reading Shakespeare's language -An essay by a leading Shakespeare scholar providing a modern perspective on the play -Fresh images from the Folger Shakespeare Library's vast holdings of rare books -An annotated guide to further reading Essay by Alexander Leggatt The Folger Shakespeare Library in Washington, DC, is home to the world's largest collection of Shakespeare's printed works, and a magnet for Shakespeare scholars from around the globe. In addition to exhibitions open to the public throughout the year, the Folger offers a full calendar of performances and programs. For more information, visit Folger.edu.",,,,Createspace Independent Publishing Platform,2018-07-23,84.0,171880170X,9781718801707
Euripides: Medea,euripides,"This edition presents Medea, the most famous play of the Athenian tragedian Euripides, in ancient Greek, with commentary designed for university Greek classes, from second-year Greek upward. It helps students experience a classic drama as they work through the process of careful translation and gives them an appreciation of the work's artistry and its relation to its culture and performance tradition. The introduction summarizes interpretive and cultural issues raised by the play and provides background on important aspects of Greek tragedy, including language, style, and metre.",History,,,Cambridge University Press,2002-08-15,0.0,0521643651,9780521643658
The Duchess of Padua,oscar wilde,"Notice: This Book is published by Historical Books Limited (www.publicdomain.org.uk) as a Public Domain Book, if you have any inquiries, requests or need any help you can just send an email to publications@publicdomain.org.uk This book is found as a public domain and free book based on various online catalogs, if you think there are any problems regard copyright issues please contact us immediately via DMCA@publicdomain.org.uk",,,,Createspace Independent Publishing Platform,2016-04-30,136.0,1533000719,9781533000712
Frankenstein,mary shelley,A monster assembled by a scientist from parts of dead bodies develops a mind of his own as he learns to loathe himself and hate his creator.,Juvenile Fiction,,,Kidsbooks LLC,1994,196.0,1561563099,9781561563098
Tales from the Shadowhunter Academy,"cassandra clare, sarah rees brennan, maureen johnson, robin wasserman","Collects short stories chronicling Simon's journey from amnesia to Ascension, as he works to regain his lost life while attending the Shadowhunter Academy.",Juvenile Fiction,4.5,2.0,Simon and Schuster,2016-11-15,672.0,1481443259,9781481443258
The Dream-quest of Unknown Kadath,howard phillips lovecraft,"Six bone-chilling tales of bizarre beauty and awesome horror lurk in the dark of the soul, waiting to be called upon by the demons of nightmares, and let loose in the frightened mind. Only H.P. Lovecraft could conjure up these testaments to evil that will live inside of you forever.... Copyright © Libri GmbH. All rights reserved.",Fiction,5.0,1.0,Del Rey,1970,260.0,0345302338,9780345302335
Thinner,"stephen king, richard bachman",Billy Halleck's nightmare begins after he sideswipes an old Gypsy woman as she is crossing the street: he loses ninety-three pounds within six weeks.,Fiction,,,Berkley,1985,324.0,0451161343,9780451161345
The Waste Lands,stephen king,"Roland, the Last Gunslinger, moves closer to The Dark Tower of his dreams and nightmares through a world of the fiendish foes.",Fiction,,,Signet Book,1993,596.0,0451173317,9780451173317
The Howling Ghost,christopher pike,"Cindy's brother is taken away by a ghost. Sally, Adam, and Watch promise to bring him back.",Fiction,,,Simon and Schuster,2014-08-05,128.0,1481410539,9781481410533
Ring,kōji suzuki,"Stunning, cutting-edge thriller with a chilling supernatural twist from Japan's stylish new literary star. Asakawa is a hardworking journalist who has climbed his way up from local-news beat reporter to writer for his newspaper's weekly magazine. A chronic workaholic, he doesn't take much notice when his seventeen-year-old niece dies suddenly -- until a chance conversation reveals that another healthy teenager died at exactly the same time, in chillingly similar circumstances. Sensing a story, Asakawa begins to investigate, and soon discovers that this strange simultaneous sudden-death syndrome also affected another two teenagers. Exactly one week before their mysterious deaths the four teenagers all spent the night at a leisure resort in the same log cabin. When Asakawa visits the resort, the mystery only deepens. particular videotape. When he watches it, instead of a movie he finds an odd collection of disparate images with a portentous message at the end: Those who have viewed these images are fated to die at this exact hour one week from now. Asakawa finds himself in a race against time -- he has only seven days to find the cause of the teenagers' deaths before it finds him. The hunt puts him on the trail of an apocalyptic power that will force Asakawa to choose between saving his family and saving civilization.",Detective and mystery stories,,,,2004,284.0,0007178840,9780007178841
